worlds apart,別世界の，非常に異なって,phrase
let off,降ろす，放つ,phrase
for the benefit of,のために,phrase
be alien to,と調和せずに，相容れなくて,phrase
pull away from,から引き離す,phrase
up to speed,事情を理解している,phrase
on the occasion of,に際して，にあたって,phrase
beyond number,数えきれないほど，無数の,phrase
on bail,保釈中の，出所中の,phrase
first and last,総じて，概して,phrase
slip A's mind,Aから忘れられる,phrase
all in one,全て含んで，一致して,phrase
inquire of,を問い合わせる,phrase
stop off,途中下車する,phrase
back down on,撤回する，取り消す,phrase
for the rest,残りについては，後は,phrase
in due time,やがて，いつかは,phrase
roll in,たくさん入る，転がり入る,phrase
in the middle of nowhere,辺ぴな所に，何もない所に,phrase
burst into laughter,吹き出す，どっと笑い出す,phrase
do an injustice to,誤解する，価値を見誤る,phrase
loud and clear,はっきりと，明確に,phrase
praise A for B,AをBについて賞賛する，ほめる,phrase
at the outset,最初に，初めは,phrase
pick up the tab,勘定を払う，支払いをする,phrase
sneak up on,忍び寄る，こっそり近づく,phrase
bite on,に真剣に取り組む，に噛みつく,phrase
drink up,飲み干す,phrase
in one's absence,不在中に，留守中に,phrase
in excess of,より過度に，を上回って,phrase
draw back,引き戻す,phrase
serve up,仕える，食卓に出す,phrase
under cover,内密に，隠れて,phrase
take leave of,と告別する，別れる,phrase
be distinguished for,と区別される,phrase
walk away with,と一緒に歩いて出る,phrase
in dispute,論争中の,phrase
at no time,決してしない,phrase
struggle with,と闘う，争う,phrase
live through,生き延びる,phrase
quarrel with,とけんかする，口論する,phrase
under consideration,検討中の,phrase
go overboard,極端に走る，夢中になる,phrase
gain on,追い上げる，侵食する,phrase
alive and well,健在で，元気で,phrase
just as well,差支えない，ちょうど良い,phrase
wash out,洗い流す,phrase
build out,構築する,phrase
draw a line,線を引く，一線を引く,phrase
on trial,試用中で，審理中で,phrase
in an instant,瞬時に，一瞬で,phrase
hard of hearing,難聴の，耳の遠い,phrase
eat away,食い荒らす，侵食する,phrase
yet again,再び，またまた,phrase
by default,既定では，初期段階から,phrase
rule of thumb,親指で計測すること，大雑把な方法,phrase
want for,に欠ける，必要とする,phrase
edge out,徐々に押しのける，辛勝する,phrase
come around,遠回りする，立ち寄る,phrase
rise and shine,起き上がる,phrase
jack up,吊り上げる，ジャッキで上げる,phrase
mingle with,と混ざる，交じる,phrase
to no avail,無駄に，役に立たずに,phrase
be doomed to,運命づけられる，の運命にある,phrase
talk back to,に口答えする，言い返す,phrase
in the abstract,理論上は，理論的には,phrase
right off,すぐに，直ちに,phrase
root out,根絶する，一掃する,phrase
in the red,赤字で,phrase
trifle with,ぞんざいに扱う，いい加減にあしらう,phrase
be obsessed with,に取り付かれる，で頭がいっぱい,phrase
be akin to,に似ている，と同種である,phrase
admire A for B,BについてAを賞賛する,phrase
cheat on,でずるをする，裏切る,phrase
pay regard to,を尊重する,phrase
get past,のそばを通る，通り抜ける,phrase
conjure up,素早く出す，呪文で呼び出す,phrase
out of bounds,立入禁止で，境界線を越えて,phrase
least of all,とりわけ，最も～ない,phrase
iron out,解決する，しわを伸ばす,phrase
bow out,お辞儀して退出する，身を引く,phrase
bear down,圧迫する，制圧する,phrase
issue A to B,AをBに支給する，発行する,phrase
be incongruous with,と矛盾する，と不一致である,phrase
from hand to mouth,その日暮らしで,phrase
in substance,実質上,phrase
bear the brunt of,の矢面に立つ，まともに受ける,phrase
slip of the tongue,失言，口を滑らせる,phrase
abound in,であふれている，に富む,phrase
exert oneself to,するために努力する,phrase
equate A with B,AとBを等しくする,phrase
wrestle with,取っ組み合う，取り組む,phrase
be indebted to,に負債がある，恩義がある,phrase
in the suburbs of,の郊外で,phrase
inflict A on B,BにAを与える，負わせる,phrase
to no purpose,何の目的もなく，無駄に,phrase
have a flat tire,タイヤがパンクする,phrase
zero in on,に的を絞る，照準を合わせる,phrase
all thumbs,手先が不器用な，ぶざまな,phrase
in the mood for,したい気分である，する気になっている,phrase
rest on,に基づく，に頼る,phrase
complain of,を訴える，の不平を言う,phrase
tear off,引きちぎる，脱ぎ捨てる,phrase
snap out of,から素早く脱出する，抜け出す,phrase
under fire,攻撃を受けて，批判を受けて,phrase
halfway house,中盤，妥協点,phrase
fall prey to,の餌食になる，犠牲になる,phrase
trot out,持ち出す，言い出す,phrase
from A to Z,最初から最後まで，終始,phrase
shed light on,に光を放つ，当てる,phrase
pass through,を通る，通り抜ける,phrase
all told,全体で，結局,phrase
take offense at,に怒る，腹を立てる,phrase
not absolutely,絶対ではない，必ず，ではない,phrase
bowl over,を打ち倒す，仰天させる,phrase
far cry from,叫び声から遠い，からほど遠い,phrase
lie on,責任がある，のしかかる，横になる,phrase
take a beating,負ける，敗北する,phrase
put emphasis on,に重点を置く，を重んじる,phrase
be destitute of,に困窮する，を持っていない,phrase
break into tears,涙が出る，泣き出す,phrase
cast off,投げ捨てる，縄を解く,phrase
go astray,行方不明になる，堕落する,phrase
round and round,グルグルと，うろうろと,phrase
in a bad temper,不機嫌に，機嫌の悪い,phrase
stick up,上に突き出る，両手を挙げさせる,phrase
think out,考え抜く，熟考する,phrase
take root,根付く，定着する,phrase
drink to,を祝って飲む，偲んで酒を飲む,phrase
behind the scenes,舞台裏で，陰で,phrase
put up at,に泊まる，宿泊する,phrase
do A harm,Aに害を及ぼす，傷つける,phrase
make allowance for,を大目に見る，を考慮に入れる,phrase
be reckless of,を気に掛けない,phrase
head over heels,真っ逆さまに，逆さまに,phrase
bargain for,について交渉する，話し合う,phrase
make a fuss,大騒ぎする，騒ぎ立てる,phrase
branch out,枝を出す，手を広げる,phrase
carry off,運び去る，誘拐する,phrase
sticking point,障害，行き詰り,phrase
swallow up,飲み込む，使い尽くす,phrase
the lion's share,最大の分け前，大きすぎる分け前,phrase
in disguise,変装した,phrase
strip A of B,AからBを取り去る，奪う,phrase
blow in,風が吹き込む，突然現れる,phrase
an eye for an eye,目には目を，同じことをやり返す,phrase
hail from,の出身である,phrase
in a nutshell,一言で言えば，極めて簡単に言えば,phrase
sleep in,寝床に入る，ゆっくり寝る,phrase
dos and don'ts,規則集，注意事項,phrase
no sweat,容易に，お安い御用で,phrase
ups and downs,浮き沈み，上昇と下降,phrase
barge in,入り込む，押しかける,phrase
call down,下に向って叫ぶ，叱りつける,phrase
word for word,一言一句，文字通りに,phrase
catch a glimpse of,をちらっと見る，垣間見る,phrase
buy up,全部買う，買収する,phrase
set forth,説明する,phrase
in anticipation of,を予期して，見込んで,phrase
bestow A on B,BにAを授ける，費やす,phrase
ring out,退出時間を記録する，鳴り響く,phrase
buck for,得ようと努める，求める,phrase
to say the least,控えめに言っても,phrase
phase out,段階的に廃止する，撤去する,phrase
for the good of,のために,phrase
turn pale,青ざめる，血色が悪くなる,phrase
out of the woods,森の外へ，困難を脱して,phrase
odds and ends,がらくた，半端なもの,phrase
set a precedent,先例を作る,phrase
pertain to,に関係する，にふさわしい,phrase
shelf life,保存可能期間，賞味期限,phrase
stumbling block,障害，障害物,phrase
pore over,を凝視する，熟読する,phrase
direct A to B,AにBへの道を教える，誘導する,phrase
pick up the thread,再び続ける，再開する,phrase
day in， day out,明けても暮れても，毎日毎日,phrase
pan out,砂金が出る，成功する,phrase
and the like,など，および同類の物,phrase
up for grabs,容易に手に入る，誰が勝つかわからない,phrase
shell out,支払う，大金を払う,phrase
by the same token,同様に，さらに,phrase
all ears,耳を傾ける，熱心に聴く,phrase
boil over,沸騰してこぼれる，憤慨する,phrase
be devoid of,を持っていない，に欠いている,phrase
sleep over,外泊する，を見落とす,phrase
back away,後退する，バックさせる,phrase
capitalize on,に資本を投下する，を利用する,phrase
keep abreast of,を常に把握している，通じている,phrase
succumb to,に負ける，で死ぬ,phrase
with open arms,両手を広げて,phrase
down the drain,排水路に流されて，失われて,phrase
without so much as doing,さえしないで,phrase
hip to,に気づいている,phrase
infringe on,侵害する,phrase
tide over,乗り切る,phrase
pick up the pieces,欠片を拾う，事態を修復する,phrase
pay down,頭金として払う，即金で払う,phrase
lay down,を横たえる,phrase
to excess,過剰に，過度に,phrase
rank and file,兵卒，一般人,phrase
give way,道を譲る，くじける,phrase
wear and tear,磨耗，摩滅,phrase
in one's presence,目の前で,phrase
run errands,使い走りをする，お使いをする,phrase
in abundance,大量に，豊富に,phrase
water down,水で薄める，和らげる,phrase
fall in with,と知り合いになる，交際する,phrase
ball up,混乱する，台無しにする,phrase
at face value,額面通り，表面通りの価値で,phrase
have off,取り外す，休暇を取る,phrase
steal the show,話題をさらう，人気をさらう,phrase
poke fun at,をからかう,phrase
reproach A for B,BのことでAを非難する，咎める,phrase
in token of,の証拠に，のしるしとして,phrase
land A with B,AにBを引き受けさせる,phrase
buy over,買収する，味方に抱き込む,phrase
avail oneself of,を利用する,phrase
gun for,を追い求める，必死になる,phrase
speak ill of,の悪口を言う，を悪く言う,phrase
wind up,巻き上げる，終わりにする,phrase
boil down to,煮詰める，結局～になる,phrase
ten to one,10対1で，じゅっちゅうはっく,phrase
at close quarters,間近に，接近して,phrase
vouch for,を保証する,phrase
carve up,切り分ける，分割する,phrase
in the concrete,具体的に,phrase
rise and fall,上下する，起伏する,phrase
go nuts,気がふれる，怒り狂う,phrase
spring from,から生じる,phrase
fish for,聞き出す，誘い出す,phrase
be bound up with,と密接な関係のある，深く関係した,phrase
get wet to the skin,ずぶ濡れになる，びしょ濡れになる,phrase
take the plunge,思い切ってやる,phrase
seldom if ever,めったに，しない,phrase
in the affirmative,肯定の，賛成の,phrase
be prone to,する傾向がある，しがちである,phrase
keep at,を根気よく続ける，継続する,phrase
flare up,急に燃え上がる，勃発する,phrase
as a last resort,最後の手段として，切羽詰まって,phrase
weed out,取り除く，引き抜く,phrase
live out,生き延びる,phrase
in radius,半径で,phrase
keep down,身を低くする，大きな声を出さずにいる,phrase
embroil in,に巻き込む,phrase
by dint of,によって，の力で,phrase
inquire after,の安否を尋ねる，を見舞う,phrase
be keen to,やる気がある，乗り気になっている,phrase
come away,から離れていく,phrase
out in the cold,冷たくされて，無視されて,phrase
with a vengeance,すさまじい勢いで，猛烈に,phrase
on the verge of,寸前で，今にも，しようとして,phrase
drum up,呼び集める，募集する,phrase
let on,漏らす，白状する,phrase
rumor has it that,噂によると，らしい，との噂である,phrase
pop up,飛び出す，出現する,phrase
work off,徐々に取れる，減らす,phrase
cast away,投げ捨てる，処分する,phrase
sew up,縫合する，うまくまとめる,phrase
run away,逃げ出す，逃げる,phrase
belong to,に所属している，属している,phrase
nothing but,ただ，だけ，ただ，のみ,phrase
stay away from,から離れている，を避ける,phrase
go away,立ち去る，消え失せる,phrase
wait a minute,少し待つ,phrase
open up,開店する，開封する,phrase
be absent from,を欠席する,phrase
at a rate of,の割合で,phrase
without question,質問の余地なく，聞くまでもなく,phrase
call up,電話をかける，招集する,phrase
to start with,を始めるにあたって,phrase
What a shame,なんて残念な，なんて恥ずかしい,phrase
in danger,危険な状態,phrase
get bored with,に飽きる,phrase
over and over,繰り返し、何度も何度も,phrase
be afraid of,を恐れる,phrase
face to face,面と向き合って，直面して,phrase
get at,に達する，意味をつかむ,phrase
help yourself,自由にする，自分でする,phrase
give birth to,を産む，出産する,phrase
in the process of,の途中に，の進行中に,phrase
take a break,休憩をとる,phrase
get involved in,に巻き込まれる,phrase
dress up,着飾る,phrase
lie down,横になる,phrase
the majority of,大多数の,phrase
fall in love,好きになる，恋に落ちる,phrase
a matter of,の問題である,phrase
subscribe to,を定期購読する,phrase
leave A behind,Aを置き去りにする,phrase
here and there,あちこちに，どこもかしこも,phrase
in trouble,困った状態にある,phrase
if you like,もしよければ,phrase
in those days,かつては、当時は,phrase
on the basis of,に基づいて,phrase
see one off,見送る,phrase
can't stand,耐えられない，我慢できない,phrase
day after day,毎日毎日、来る日も来る日も,phrase
it is pleasure to,を嬉しく思う，してうれしい,phrase
be the matter with,の問題である,phrase
call in,電話する，呼び入れる,phrase
lose one's way,道に迷う,phrase
move out,引っ越しをする,phrase
keep one's word,約束を守る,phrase
what becomes of,はどうなる，はどうなるのか,phrase
be concerned with,を心配する,phrase
arrange A for B,AをBのために調整する,phrase
be on the phone,電話に出ている,phrase
get around,うまく逃げる，迂回する,phrase
gain weight,体重が増える,phrase
count in,数に入れる，仲間に入れる,phrase
all the same,全く同じ，どれでも良い,phrase
keep one out of A,Aから遠ざける,phrase
finish up,仕上げる,phrase
inform one of A,Aに伝える，Aに知らせる,phrase
fall down,落ちる、崩れる,phrase
for some reason,何らかの理由で,phrase
give one a ride,車に乗せる,phrase
shut down,閉鎖する,phrase
pull out,引き抜く,phrase
pay attention,に注意を払う,phrase
forced to do,を強制する,phrase
may as well,するほうが良い,phrase
wear out,使い減らす,phrase
be curious about,に好奇心を持つ,phrase
keep away from B,Bから離す，Bから遠ざける,phrase
look back,過去を振り返る,phrase
do without,抜きで行う，抜きで実行する,phrase
if only,たとえだとしても，さえしていれば,phrase
clear up,解決する，きれいにする,phrase
be better off,する方が賢い，良い暮らしの,phrase
I hate to do,するのが嫌である,phrase
share with B,Bと共有する,phrase
under control,支配下にある,phrase
remind of,思い出させる,phrase
let A alone,Aを放置する,phrase
can afford to,するお金がある,phrase
on air,放送中,phrase
go along,同意する，事を進める,phrase
take A into account,Aを考慮する,phrase
in good health,健康な状態で,phrase
assure one that,であることを保証する,phrase
take apart,を離す,phrase
lacking in,不足している,phrase
derive A from B,BからAを得る、引き出す,phrase
by way of,経由で，を通って,phrase
adapt to,に慣れる,phrase
from one's viewpoint,の視点から,phrase
shop around,買物の下見をする，物色する,phrase
get down,降りる、伏せる,phrase
have to do with,の関係がある，を扱う,phrase
accuse of,を非難する,phrase
owe to,借りがある，負っている,phrase
keep A off B,AをBに近づけさせない,phrase
in my opinion,私の意見では,phrase
hand in hand,手を取って，協力して,phrase
absorbed in,にはまっている，に夢中で,phrase
as ever,相変わらず、いつもどおり,phrase
occur to,思い浮かぶ,phrase
in vain,いたずらに、無駄な,phrase
go far,遠くに行く、成功する,phrase
be stuck with,に手間取る,phrase
ask a favor of,お願いをする,phrase
get across,を渡る，を理解させる,phrase
take a risk,リスクを冒す,phrase
name after,から名づける，と命名する,phrase
on condition,の条件で,phrase
be ashamed,を恥じている,phrase
upon doing,する時に、するにあたり,phrase
qualify for,する資格がある,phrase
be occupied with,に占められている,phrase
be familiar to,に覚えのある，に馴染みのある,phrase
suited for,に適している,phrase
nothing more than,以上の何でもない,phrase
keep up,を維持する,phrase
be qualified for,の資格を有する,phrase
too much for,の手に負えない，には，すぎる,phrase
under the influence,の影響を受けて,phrase
take one by surprise,不意を突く,phrase
first thing,第一に，何はさておき,phrase
line of business,職業、業種,phrase
you may want to,した方がよい,phrase
much less,まして～ない,phrase
do A good,Aに良くする,phrase
in condition,の状態，の条件,phrase
slow down,速度を落とす,phrase
cut back,削減する,phrase
I bet,きっと，だ,phrase
reach out,手を差し出す,phrase
stay tuned,引き続き,phrase
close by,すぐ近くの,phrase
sign for,受け取る,phrase
a pile of,たくさんの,phrase
come to the conclusion,結論に達する,phrase
to the fullset,十分に,phrase
send for,呼び寄せる,phrase
same here,ここに同じ,phrase
long for,長い間待つ,phrase
know of,知っている,phrase
by half,半分ずつ,phrase
reflect on,を振り返る,phrase
provide for,備える，養う,phrase
be abreast,横に並んで，同じ方向を向いた,phrase
indifferent to,に無関心である，重要でなくて,phrase
I know what you mean,あなたの言いたいことはわかる,phrase
at disposal,自由になる、好きなように,phrase
all the more,ますます,phrase
answer for,責任を取る，引き受ける,phrase
give one advice,に助言する,phrase
pay a visit,訪問する,phrase
get right on,すぐに始める，すぐにやる,phrase
give A a try,Aを試してみる，Aにやらせてみる,phrase
on occasion,時々，折にふれて,phrase
by means of,によって，を用いて,phrase
stop over,立ち寄る，途中下車する,phrase
will do,用が足りる，間に合う,phrase
be confronted with,に直面する,phrase
scores of,多数の、数十の,phrase
make it a rule to,することにしている,phrase
pass down,受け継ぐ,phrase
all one have to do is,しなければならないことは,phrase
at the sight of,を見て，を見ると,phrase
for one's age,年齢の割には,phrase
look on,傍観する、見物する,phrase
go on a diet,ダイエットを始める,phrase
clear A of B,AからBを取り除く，AからBを片付ける,phrase
have difficulty in,が困難である,phrase
nothing is more than A,Aほど重要なものはない,phrase
relieve one of A,Aから解放する，Aから取り除く,phrase
put A to use,Aを有効活用する,phrase
economical with,を節制して，節約して,phrase
earn a living,生計を立てる,phrase
get the better of,を上回る，に勝つ,phrase
push for,強く押す，急き立てる,phrase
hint at,ほのめかす，示唆する,phrase
mix up,困惑する，混同する,phrase
became independent of,から独立する,phrase
in the habit of,を習慣にする,phrase
anything but,のほかは何も,phrase
think twice,2度考える，よく考える,phrase
in a rush,急いで,phrase
convince one of A,Aを理解させる,phrase
as best one can,出来る限り,phrase
suspect one of A,Aの疑いをかける,phrase
congratulate one on A,お祝いする,phrase
engaged in,に従事している,phrase
set about,を始める，に着手する,phrase
fit for,に適している,phrase
play a part,役割を果たす,phrase
make arrangements for,準備する，手はずを整える,phrase
on strike,ストをする,phrase
at the last minute,時間ぎりぎりで,phrase
step up,上る、歩み寄る,phrase
off the hook,留め具がはずれて,phrase
cut corners,手を抜く，省略する,phrase
mark down,値下げする,phrase
eager for,を熱望する,phrase
on hold,保留にして,phrase
in light of,に焦点を当てて,phrase
be dying to,したくてたまらない,phrase
so … as to,非常に・・・なので,phrase
move up,昇進する，上昇する,phrase
get ahead,先に行く、出世する,phrase
touch of,少量の，一抹の,phrase
beyond one's reach,手の届かない,phrase
be encourage to,を推奨されている，を進められている,phrase
out of stock,在庫切れで,phrase
with respect to,に関して，について,phrase
out of service,調整中，修理中,phrase
be loaded with,を搭載している，が積まれている,phrase
take care,気を付けて，注意する,phrase
turn off,を消す，を止める,phrase
on the top of,の上に，の頂点に,phrase
call back,電話をかけなおす,phrase
take out,持ち帰る、取り出す,phrase
go for,に挑戦する、に行く,phrase
for a long time,長い間，長時間,phrase
for example,例えば,phrase
required for,を要求される,phrase
"too,to",すぎて，できない
for sale,セール中,phrase
plan on ～ing,を予定する,phrase
"even,if",たとえ，でも、もし，だとしても
full of,で満たされている,phrase
leave a message,伝言を残す,phrase
at any time,いつでも,phrase
I wish I could,できたらよいと望む,phrase
I would appreciate,をありがたく思う,phrase
keep in touch,連絡を取る,phrase
make a decisiion,決心する,phrase
no later than,までに，遅くとも,phrase
move on,次へ進む,phrase
place an order,発注する,phrase
take this opportunity,チャンスを活かす,phrase
stay with,に滞在する，に身を寄せる,phrase
different from,と違う，とは違って,phrase
write down,メモ（ノート）に書き留める,phrase
turn on,電気をつける,phrase
take time,時間を取る,phrase
not really,そんなに，そうでもない,phrase
go down,下がる、下へ行く,phrase
search for,を探す,phrase
for rent,貸出の，貸借用の,phrase
in a minute,すぐに，少しの間に,phrase
add to,加える、増やす,phrase
no wonder,疑う余地もない，道理で,phrase
come over,やってくる，起こる,phrase
appeal to,訴える，働きかける,phrase
at the age of,歳の時に,phrase
fill up,満タンにする，満たす,phrase
be sorry for,申し訳なく思う,phrase
be made from,から出来ている,phrase
for free,ただで，無料で,phrase
right here,ちょうどここに,phrase
direct one to A,Aに案内する，Aへの道を教える,phrase
do well,元気に過ごす,phrase
bring in,持ってくる、取り入れる,phrase
be made up of,から出来ている,phrase
be grateful for A,Aに感謝している,phrase
on line,インターネットで，ネット上で,phrase
stay on,留まる，居続ける,phrase
equal to,に等しい，と同等,phrase
check with,に相談する，に確認する,phrase
charge A for B,AにBを請求する,phrase
as good as,も同然，と同じぐらい良い,phrase
other than,以外の,phrase
series of,一連の,phrase
in transit,移動中に,phrase
to be sure,念のために，確認のために,phrase
crowded with,で混雑している,phrase
consult with,と相談する,phrase
have no choice,する他ない，するしかない,phrase
shut off,止める，遮断する,phrase
compensate one for A,Aの賠償をする，Aに対する弁償をする,phrase
out of business,廃業した，倒産した,phrase
think of,を考える，を思い出す,phrase
fill in,（項目を）埋める，満たす,phrase
Why don`t you,したらどうですか?，しませんか？,phrase
get off,降りる，下車する,phrase
get in,乗り込む，到着する,phrase
look like,に似ている,phrase
all by oneself,たった一人で，単独で,phrase
get married,結婚をする,phrase
every time,毎回，いつも,phrase
come back,戻ってくる,phrase
filled with,を埋める，でいっぱいである,phrase
get on,に乗る,phrase
stand in line,列に並んだ,phrase
on business,仕事上、仕事の,phrase
go up,上に行く,phrase
have(take) a look,一目見る、見てみる,phrase
get used to,に慣れる,phrase
be wrong with,の調子が悪い,phrase
at all times,いつも、常に,phrase
fail to,を失敗する，をしくじる,phrase
get along with,うまくいく，仲良くやる,phrase
give up,あきらめる，断念する,phrase
compare to,と比べる，と比較する,phrase
in case of,もしも，の場合,phrase
from now on,これからは，今後は,phrase
eat out,外食する,phrase
it`s time,する時,phrase
What do you say,はどうでしょうか?,phrase
be tied up,忙しい,phrase
sure of,を確信している,phrase
transfer A to B,AをBに移す,phrase
take day off,休暇を取る,phrase
cover with,で覆われている,phrase
be good at,が上手である,phrase
attempt to,を試す,phrase
a good deal of,たくさんの、多くの,phrase
have a (good) time,良い時間を過ごす,phrase
do best,最善を尽くす,phrase
necessary for,が必要である,phrase
pay back,返金する，仕返しする,phrase
surprised at,に驚く,phrase
on the line,電話で,phrase
more and more,ますます多くの，ますます,phrase
line up,配置する，準備する,phrase
bring back,を返す，を持ち帰る,phrase
What do with A,Aをどうする？,phrase
come down,降りる、下がる,phrase
angry with,に怒る,phrase
say hello to,に挨拶する,phrase
behind schedule,予定に遅れている,phrase
for sure,確かに，確実に,phrase
advise to,勧める，忠告する,phrase
a large amout of,大量の，非常に多くの,phrase
at the top of,頂上で,phrase
such that,とてもなので,phrase
on one's own,一人の力で，単独で,phrase
take back,返す，取り戻す,phrase
get away,逃げる、うまくやり過ごす,phrase
wait on,待機する、少し待つ,phrase
go around,行き渡る，歩き回る,phrase
be famous for,で有名な,phrase
look around,見て回る，見回す,phrase
laugh at,笑う、笑い飛ばす,phrase
for a minute,少しの間,phrase
at one's convenience,都合のいい時で,phrase
Never mind,気にするな,phrase
side by side,横並びの,phrase
